# N elementos procesados,Tiempo Promedio[ms],STD Tiempo [ms], #100 rep
10.0,0.0,0.0
20.0,0.0,0.0
30.0,0.0,0.0
50.0,0.02432,0.05064
100.0,0.23402,0.15329
200.0,1.44842,0.92742
500.0,18.53628,14.10101
1000.0,203.21982,164.2544
1200.0,447.6907,277.91065
1500.0,1090.93605,696.9571
