# N elementos procesados,Tiempo Promedio[ms],STD Tiempo [ms], #100 rep
2.0,0.0,0.0
20.0,0.04864,0.07067
30.0,0.06563,0.08186
50.0,0.0999,0.09992
100.0,0.27921,0.14927
200.0,1.41325,0.86354
500.0,17.13254,12.87511
1000.0,167.7508,133.40922
1200.0,386.55739,241.61834
1500.0,1013.10916,668.5369
